Timestamp,ax,ay,az,gx,gy,gz
1743569068160,0.8405,6.399,7.8999,0.1406,-0.1151,0.008
1743569068170,0.8405,6.399,7.8999,0.2841,-0.2953,-0.0428
1743569068180,0.8405,6.399,7.8999,0.2841,-0.2953,-0.0428
1743569068190,0.8405,6.399,7.8999,0.2841,-0.2953,-0.0428
1743569068200,0.8405,6.399,7.8999,0.2841,-0.2953,-0.0428
1743569068210,0.9386,6.457,7.6977,0.2841,-0.2953,-0.0428
1743569068220,0.5719,6.8512,6.2303,0.2841,-0.2953,-0.0428
1743569068230,0.5719,6.8512,6.2303,0.2841,-0.2953,-0.0428
1743569068240,0.5719,6.8512,6.2303,-0.0684,0.1008,0.032
1743569068250,0.5719,6.8512,6.2303,-0.0684,0.1008,0.032
1743569068260,0.5719,6.8512,6.2303,-0.0684,0.1008,0.032
1743569068270,0.5719,6.8512,6.2303,-0.0684,0.1008,0.032
1743569068280,1.1001,6.551,7.5386,-0.0684,0.1008,0.032
1743569068290,1.349,6.5653,7.2263,-0.0684,0.1008,0.032
1743569068300,1.349,6.5653,7.2263,-0.0684,0.1008,0.032
1743569068310,1.349,6.5653,7.2263,-0.1919,0.4455,-0.087
1743569068320,1.349,6.5653,7.2263,-0.1919,0.4455,-0.087
1743569068330,1.349,6.5653,7.2263,-0.1919,0.4455,-0.087
1743569068340,1.349,6.5653,7.2263,-0.1919,0.4455,-0.087
1743569068350,4.9113,6.2985,12.9434,-0.1919,0.4455,-0.087
1743569068360,4.9113,6.2985,12.9434,-0.1919,0.4455,-0.087
1743569068370,4.9113,6.2985,12.9434,1.1703,0.2553,-0.6833
1743569068380,-1.1946,6.2285,1.0576,1.1703,0.2553,-0.6833
1743569068390,-1.1946,6.2285,1.0576,1.1703,0.2553,-0.6833
1743569068400,-1.1946,6.2285,1.0576,1.1703,0.2553,-0.6833
1743569068410,-3.472,7.4931,-1.2162,1.1703,0.2553,-0.6833
1743569068420,-3.472,7.4931,-1.2162,1.1703,0.2553,-0.6833
1743569068430,-3.472,7.4931,-1.2162,1.1703,0.2553,-0.6833
1743569068440,-3.472,7.4931,-1.2162,-0.4275,0.7481,-0.4912
1743569068450,-3.472,7.4931,-1.2162,-0.4275,0.7481,-0.4912
1743569068460,-3.472,7.4931,-1.2162,-0.4275,0.7481,-0.4912
1743569068470,-3.472,7.4931,-1.2162,-0.4275,0.7481,-0.4912
1743569068480,-3.6616,6.5019,4.8066,-0.4275,0.7481,-0.4912
1743569068490,-0.8554,4.9364,12.2381,-0.4275,0.7481,-0.4912
1743569068500,-0.8554,4.9364,12.2381,-0.4275,0.7481,-0.4912
1743569068510,-0.8554,4.9364,12.2381,-1.2385,1.0936,0.5214
1743569068520,-0.8554,4.9364,12.2381,-1.2385,1.0936,0.5214
1743569068530,-0.8554,4.9364,12.2381,-1.2385,1.0936,0.5214
1743569068540,-0.338,6.0867,9.9129,-1.2385,1.0936,0.5214
1743569068550,-0.399,6.5545,8.7045,-1.2385,1.0936,0.5214
1743569068560,-0.399,6.5545,8.7045,-1.2385,1.0936,0.5214
1743569068570,-0.399,6.5545,8.7045,0.299,-0.7134,0.0199
1743569068580,-0.399,6.5545,8.7045,0.299,-0.7134,0.0199
1743569068590,-0.399,6.5545,8.7045,0.299,-0.7134,0.0199
1743569068600,-0.399,6.5545,8.7045,0.299,-0.7134,0.0199
1743569068610,-0.399,6.5545,8.7045,0.299,-0.7134,0.0199
1743569068620,-0.2381,6.5007,6.8177,0.299,-0.7134,0.0199
1743569068630,-0.137,6.3924,7.6445,0.299,-0.7134,0.0199
1743569068640,-0.137,6.3924,7.6445,-0.1674,0.006,0.1135
1743569068650,-0.137,6.3924,7.6445,-0.1674,0.006,0.1135
1743569068660,-0.137,6.3924,7.6445,-0.1674,0.006,0.1135
1743569068670,-0.137,6.3924,7.6445,-0.1674,0.006,0.1135
1743569068680,0.1842,6.3565,7.3478,-0.1674,0.006,0.1135
1743569068690,0.5629,6.4032,7.9047,-0.1674,0.006,0.1135
1743569068700,0.3105,6.4672,7.986,-0.1674,0.006,0.1135
1743569068710,0.1137,6.5043,7.6056,-0.0231,-0.2906,0.0024
1743569068720,0.1137,6.5043,7.6056,-0.0231,-0.2906,0.0024
1743569068730,0.1137,6.5043,7.6056,-0.0231,-0.2906,0.0024
1743569068740,0.1137,6.5043,7.6056,-0.0231,-0.2906,0.0024
1743569068750,-0.0508,6.3631,7.672,-0.0231,-0.2906,0.0024
1743569068760,-0.0508,6.3631,7.672,-0.0231,-0.2906,0.0024
1743569068770,-0.0508,6.3631,7.672,-0.0231,-0.2906,0.0024
1743569068780,-0.0508,6.3631,7.672,-0.0005,-0.1875,-0.057
1743569068790,-0.0508,6.3631,7.672,-0.0005,-0.1875,-0.057
1743569068800,-0.0508,6.3631,7.672,-0.0005,-0.1875,-0.057
1743569068810,-0.2267,6.2859,7.9316,-0.0005,-0.1875,-0.057
1743569068820,0.0227,6.2405,7.7372,-0.0005,-0.1875,-0.057
1743569068830,0.0227,6.2405,7.7372,-0.0005,-0.1875,-0.057
1743569068840,0.0227,6.2405,7.7372,0.0489,-0.1693,-0.0493
1743569068850,0.0227,6.2405,7.7372,0.0489,-0.1693,-0.0493
1743569068860,0.0227,6.2405,7.7372,0.0489,-0.1693,-0.0493
1743569068870,0.0227,6.2405,7.7372,0.0489,-0.1693,-0.0493
1743569068880,-0.1137,6.2189,7.6977,0.0489,-0.1693,-0.0493
1743569068890,-0.0341,6.2309,7.7737,0.0489,-0.1693,-0.0493
1743569068900,-0.0341,6.2309,7.7737,0.0489,-0.1693,-0.0493
1743569068910,-0.0341,6.2309,7.7737,0.0919,-0.1967,-0.0337
1743569068920,-0.0341,6.2309,7.7737,0.0919,-0.1967,-0.0337
1743569068930,-0.0341,6.2309,7.7737,0.0919,-0.1967,-0.0337
1743569068940,-0.0341,6.2309,7.7737,0.0919,-0.1967,-0.0337
1743569068950,-0.012,6.2584,7.6211,0.0919,-0.1967,-0.0337
1743569068960,-0.012,6.2584,7.6211,0.0919,-0.1967,-0.0337
1743569068970,-0.012,6.2584,7.6211,0.0919,-0.1967,-0.0337
1743569068980,-0.012,6.2584,7.6211,-0.0522,-0.0856,0.067
1743569068990,-0.012,6.2584,7.6211,-0.0522,-0.0856,0.067
1743569069000,-0.012,6.2584,7.6211,-0.0522,-0.0856,0.067
1743569069010,0.0449,6.1956,7.8114,-0.0522,-0.0856,0.067
1743569069020,0.1944,6.3553,7.2975,-0.0522,-0.0856,0.067
1743569069030,0.1944,6.3553,7.2975,-0.0522,-0.0856,0.067
1743569069040,0.1944,6.3553,7.2975,-0.012,-0.0335,0.0886
1743569069050,0.2255,6.39,7.4794,-0.012,-0.0335,0.0886
1743569069060,0.2255,6.39,7.4794,-0.012,-0.0335,0.0886
1743569069070,0.4211,6.3003,7.9316,-0.012,-0.0335,0.0886
1743569069080,0.4211,6.3003,7.9316,-0.012,-0.0335,0.0886
1743569069090,0.2752,6.2704,8.0243,-0.012,-0.0335,0.0886
1743569069100,0.2752,6.2704,8.0243,-0.012,-0.0335,0.0886
1743569069110,0.1262,6.2393,7.9896,-0.057,0.0135,0.0777
1743569069120,0.1262,6.2393,7.9896,-0.057,0.0135,0.0777
1743569069130,0.1932,6.2704,7.8778,-0.057,0.0135,0.0777
1743569069140,0.1932,6.2704,7.8778,-0.057,0.0135,0.0777
1743569069150,0.3697,6.3428,7.7037,-0.057,0.0135,0.0777
1743569069160,0.3697,6.3428,7.7037,-0.057,0.0135,0.0777
1743569069170,0.4056,6.3846,7.526,-0.057,0.0135,0.0777
1743569069180,0.4056,6.3846,7.526,0.1143,-0.1051,0.0667
1743569069190,0.384,6.39,7.5057,0.1143,-0.1051,0.0667
1743569069200,0.4349,6.3679,7.5625,0.1143,-0.1051,0.0667
1743569069210,0.4349,6.3679,7.5625,0.1143,-0.1051,0.0667
1743569069220,0.3733,6.3625,7.6738,0.1143,-0.1051,0.0667
1743569069230,0.3733,6.3625,7.6738,0.1143,-0.1051,0.0667
1743569069240,0.2913,6.3583,7.7103,0.0657,-0.0377,0.039
1743569069250,0.2913,6.3583,7.7103,0.0657,-0.0377,0.039
1743569069260,0.323,6.39,7.6319,0.0657,-0.0377,0.039
1743569069270,0.323,6.39,7.6319,0.0657,-0.0377,0.039
1743569069280,0.3667,6.4546,7.5368,0.0657,-0.0377,0.039
1743569069290,0.3667,6.4546,7.5368,0.0657,-0.0377,0.039
1743569069300,0.4068,6.4792,7.3466,0.0657,-0.0377,0.039
1743569069310,0.4068,6.4792,7.3466,0.1057,-0.0725,0.0296
1743569069320,0.3619,6.46,7.2329,0.1057,-0.0725,0.0296
1743569069330,0.3619,6.46,7.2329,0.1057,-0.0725,0.0296
1743569069340,0.399,6.4433,7.3609,0.1057,-0.0725,0.0296
1743569069350,0.399,6.4433,7.3609,0.1057,-0.0725,0.0296
