Timestamp,TimeString,SensorType,X,Y,Z,Interval(ms)
1743666391015,2025-04-03 16:46:31.015,ACCELEROMETER,-2.1931,9.0360,3.2705,60
1743666391022,2025-04-03 16:46:31.022,ACCELEROMETER,-2.0973,8.9905,4.1108,7
1743666391028,2025-04-03 16:46:31.028,ACCELEROMETER,-2.3415,8.6817,4.4077,6
1743666391038,2025-04-03 16:46:31.038,GYROSCOPE,0.0046,-0.8900,0.2883,64
1743666391064,2025-04-03 16:46:31.064,ACCELEROMETER,-2.1524,8.7966,3.6919,36
1743666391069,2025-04-03 16:46:31.069,ACCELEROMETER,-1.6328,8.9426,3.4884,5
1743666391073,2025-04-03 16:46:31.073,ACCELEROMETER,-1.1540,8.9379,3.5123,4
1743666391095,2025-04-03 16:46:31.095,GYROSCOPE,-0.1042,-0.5082,0.1557,57
1743666391125,2025-04-03 16:46:31.125,ACCELEROMETER,-1.0750,9.1102,3.3902,52
1743666391131,2025-04-03 16:46:31.131,ACCELEROMETER,-1.0080,9.2084,3.2034,6
1743666391137,2025-04-03 16:46:31.137,ACCELEROMETER,-0.8691,9.3257,3.6152,6
1743666391161,2025-04-03 16:46:31.161,GYROSCOPE,-0.0602,-0.4165,-0.1387,66
1743666391185,2025-04-03 16:46:31.185,ACCELEROMETER,-0.7039,9.2228,4.2329,48
1743666391191,2025-04-03 16:46:31.191,ACCELEROMETER,-1.3431,8.9929,4.8219,6
1743666391196,2025-04-03 16:46:31.196,ACCELEROMETER,-1.4054,8.6314,4.3551,5
1743666391214,2025-04-03 16:46:31.214,GYROSCOPE,0.3186,-0.5198,0.0335,53
1743666391244,2025-04-03 16:46:31.244,ACCELEROMETER,-1.0511,8.9283,3.8595,48
1743666391251,2025-04-03 16:46:31.251,ACCELEROMETER,-0.5243,9.4526,3.7206,7
1743666391256,2025-04-03 16:46:31.256,ACCELEROMETER,-0.6225,9.2946,3.6655,5
1743666391274,2025-04-03 16:46:31.274,GYROSCOPE,0.1866,-0.6132,-0.2151,60
1743666391314,2025-04-03 16:46:31.314,ACCELEROMETER,-0.3567,8.8900,2.9233,58
1743666391321,2025-04-03 16:46:31.321,ACCELEROMETER,-0.0838,8.8708,2.3559,7
1743666391326,2025-04-03 16:46:31.326,ACCELEROMETER,-0.0192,9.4742,3.6416,5
1743666391334,2025-04-03 16:46:31.334,GYROSCOPE,0.2746,-0.2430,-0.5248,60
1743666391364,2025-04-03 16:46:31.364,ACCELEROMETER,-1.1157,9.4478,4.6400,38
1743666391370,2025-04-03 16:46:31.370,ACCELEROMETER,-1.7262,8.3585,3.8978,6
1743666391376,2025-04-03 16:46:31.376,ACCELEROMETER,-2.1237,8.1909,3.3758,6
1743666391395,2025-04-03 16:46:31.395,GYROSCOPE,0.1604,0.2432,0.1575,61
1743666391425,2025-04-03 16:46:31.425,ACCELEROMETER,-2.0638,8.7296,3.3567,49
1743666391432,2025-04-03 16:46:31.432,ACCELEROMETER,-1.5586,9.0695,3.5386,7
1743666391438,2025-04-03 16:46:31.438,ACCELEROMETER,-0.8212,9.1797,4.2521,6
1743666391457,2025-04-03 16:46:31.457,GYROSCOPE,0.4016,0.0654,-0.2237,62
1743666391486,2025-04-03 16:46:31.486,ACCELEROMETER,-0.1437,8.8349,3.4381,48
1743666391492,2025-04-03 16:46:31.492,ACCELEROMETER,-0.4286,8.4782,2.1165,6
1743666391497,2025-04-03 16:46:31.497,ACCELEROMETER,-1.4078,9.2611,2.3272,5
1743666391515,2025-04-03 16:46:31.515,GYROSCOPE,-0.2013,0.2945,0.0378,58
1743666391546,2025-04-03 16:46:31.546,ACCELEROMETER,-2.1452,9.7878,2.7031,49
1743666391554,2025-04-03 16:46:31.554,ACCELEROMETER,-1.7597,9.0217,2.2625,8
1743666391559,2025-04-03 16:46:31.559,ACCELEROMETER,-1.2019,8.6146,2.2386,5
1743666391575,2025-04-03 16:46:31.575,GYROSCOPE,-0.5757,0.4362,0.1508,60
1743666391604,2025-04-03 16:46:31.604,ACCELEROMETER,-1.6664,9.2084,2.9257,45
1743666391612,2025-04-03 16:46:31.612,ACCELEROMETER,-1.6065,9.8812,4.5083,8
1743666391617,2025-04-03 16:46:31.617,ACCELEROMETER,-0.5315,9.2228,5.0281,5
1743666391635,2025-04-03 16:46:31.635,GYROSCOPE,0.2569,0.0135,-0.2065,60
1743666391666,2025-04-03 16:46:31.666,ACCELEROMETER,-0.4310,8.8181,4.6184,49
1743666391673,2025-04-03 16:46:31.673,ACCELEROMETER,-1.0798,8.8325,3.4453,7
1743666391679,2025-04-03 16:46:31.679,ACCELEROMETER,-1.2546,9.4191,2.9928,6
1743666391696,2025-04-03 16:46:31.696,GYROSCOPE,-0.1500,-0.0506,-0.3293,61
1743666391728,2025-04-03 16:46:31.728,ACCELEROMETER,-0.9242,9.3473,2.6815,49
1743666391737,2025-04-03 16:46:31.737,ACCELEROMETER,-1.0463,9.1629,2.7892,9
1743666391743,2025-04-03 16:46:31.743,ACCELEROMETER,-1.7502,9.4478,2.9281,6
1743666391757,2025-04-03 16:46:31.757,GYROSCOPE,-0.3613,0.2072,-0.2951,61
1743666391785,2025-04-03 16:46:31.785,ACCELEROMETER,-1.6113,9.3880,4.1204,42
1743666391792,2025-04-03 16:46:31.792,ACCELEROMETER,-1.4389,8.7894,4.5250,7
1743666391797,2025-04-03 16:46:31.797,ACCELEROMETER,-2.8395,9.1222,4.5035,5
1743666391815,2025-04-03 16:46:31.815,GYROSCOPE,-0.0095,-0.2577,0.0525,58
1743666391844,2025-04-03 16:46:31.844,ACCELEROMETER,-2.5283,8.7918,4.7190,47
1743666391851,2025-04-03 16:46:31.851,ACCELEROMETER,-2.2817,8.8493,4.4293,7
1743666391857,2025-04-03 16:46:31.857,ACCELEROMETER,-2.3607,8.7272,4.4125,6
1743666391876,2025-04-03 16:46:31.876,GYROSCOPE,0.2227,-0.4764,0.2986,61
1743666391910,2025-04-03 16:46:31.910,ACCELEROMETER,-2.5067,8.8900,4.9563,53
1743666391918,2025-04-03 16:46:31.918,ACCELEROMETER,-1.5107,8.7894,5.7895,8
1743666391924,2025-04-03 16:46:31.924,ACCELEROMETER,-1.4150,8.8062,5.0138,6
1743666391935,2025-04-03 16:46:31.935,GYROSCOPE,0.5195,-0.7043,0.3518,59
1743666391965,2025-04-03 16:46:31.965,ACCELEROMETER,-1.6903,8.8014,3.9935,41
1743666391973,2025-04-03 16:46:31.973,ACCELEROMETER,-1.7669,9.4933,5.4854,8
1743666391978,2025-04-03 16:46:31.978,ACCELEROMETER,-0.5962,9.1031,6.7879,5
1743666391996,2025-04-03 16:46:31.996,GYROSCOPE,1.4505,-0.6181,0.5369,61
1743666392026,2025-04-03 16:46:32.026,ACCELEROMETER,-0.6967,9.4215,5.5165,48
1743666392033,2025-04-03 16:46:32.033,ACCELEROMETER,-1.3982,8.6913,4.0486,7
1743666392038,2025-04-03 16:46:32.038,ACCELEROMETER,1.8004,9.2156,-3.5099,5
1743666392055,2025-04-03 16:46:32.055,GYROSCOPE,-2.6869,1.1271,-1.9524,59
1743666392085,2025-04-03 16:46:32.085,ACCELEROMETER,8.1454,8.4375,-8.7727,47
1743666392092,2025-04-03 16:46:32.092,ACCELEROMETER,-1.3958,10.1278,-3.1939,7
1743666392098,2025-04-03 16:46:32.098,ACCELEROMETER,-5.7679,6.8884,2.3774,6
1743666392115,2025-04-03 16:46:32.115,GYROSCOPE,-2.5262,0.2762,0.5063,60
1743666392147,2025-04-03 16:46:32.147,ACCELEROMETER,-9.5173,8.5261,9.6226,49
1743666392155,2025-04-03 16:46:32.155,ACCELEROMETER,-6.4814,7.5253,13.0631,8
1743666392162,2025-04-03 16:46:32.162,ACCELEROMETER,-1.4317,6.6107,11.7008,7
1743666392175,2025-04-03 16:46:32.175,GYROSCOPE,1.0773,-0.2290,0.3664,60
1743666392210,2025-04-03 16:46:32.210,ACCELEROMETER,0.6584,7.7455,6.9938,48
1743666392217,2025-04-03 16:46:32.217,ACCELEROMETER,-0.3519,8.7439,3.8930,7
1743666392224,2025-04-03 16:46:32.224,ACCELEROMETER,-1.5802,8.6122,2.6695,7
1743666392235,2025-04-03 16:46:32.235,GYROSCOPE,0.0681,-0.9920,0.3157,60
1743666392265,2025-04-03 16:46:32.265,ACCELEROMETER,-1.9680,9.2778,2.5163,41
1743666392273,2025-04-03 16:46:32.273,ACCELEROMETER,0.1341,9.2419,2.8539,8
1743666392279,2025-04-03 16:46:32.279,ACCELEROMETER,0.2897,9.0073,3.9002,6
1743666392295,2025-04-03 16:46:32.295,GYROSCOPE,-0.3461,0.6152,-0.2518,60
1743666392326,2025-04-03 16:46:32.326,ACCELEROMETER,0.7829,7.8365,5.6961,47
1743666392333,2025-04-03 16:46:32.333,ACCELEROMETER,-0.0599,7.5947,6.2444,7
1743666392339,2025-04-03 16:46:32.339,ACCELEROMETER,-0.8835,7.9203,6.4479,6
1743666392355,2025-04-03 16:46:32.355,GYROSCOPE,0.3503,0.3135,-0.3464,60
1743666392385,2025-04-03 16:46:32.385,ACCELEROMETER,-1.4389,8.3106,5.7224,46
1743666392392,2025-04-03 16:46:32.392,ACCELEROMETER,-1.2426,8.2579,4.4341,7
1743666392397,2025-04-03 16:46:32.397,ACCELEROMETER,-1.8004,8.4446,3.6224,5
1743666392415,2025-04-03 16:46:32.415,GYROSCOPE,0.1164,-0.0470,0.5326,60
1743666392445,2025-04-03 16:46:32.445,ACCELEROMETER,-5.0688,9.5125,4.3144,48
1743666392454,2025-04-03 16:46:32.454,ACCELEROMETER,-3.1340,7.9419,4.8937,9
1743666392460,2025-04-03 16:46:32.460,ACCELEROMETER,-1.2234,8.5428,5.5932,6
1743666392475,2025-04-03 16:46:32.475,GYROSCOPE,0.4756,-0.3542,0.2828,60
1743666392506,2025-04-03 16:46:32.506,ACCELEROMETER,0.6991,9.2180,5.2484,46
1743666392512,2025-04-03 16:46:32.512,ACCELEROMETER,0.7446,9.0935,5.8326,6
1743666392516,2025-04-03 16:46:32.516,ACCELEROMETER,-0.2921,8.9738,6.5604,4
1743666392535,2025-04-03 16:46:32.535,GYROSCOPE,1.0742,-0.1453,0.1007,60
1743666392565,2025-04-03 16:46:32.565,ACCELEROMETER,-1.0534,8.6051,5.6027,49
1743666392573,2025-04-03 16:46:32.573,ACCELEROMETER,-0.4645,8.2124,0.9290,8
1743666392578,2025-04-03 16:46:32.578,ACCELEROMETER,8.4638,8.1837,-9.5747,5
1743666392596,2025-04-03 16:46:32.596,GYROSCOPE,-2.0803,0.2346,-0.6616,61
1743666392627,2025-04-03 16:46:32.627,ACCELEROMETER,-4.7453,11.1764,4.0773,49
1743666392634,2025-04-03 16:46:32.634,ACCELEROMETER,-5.8924,7.8820,9.1007,7
1743666392639,2025-04-03 16:46:32.639,ACCELEROMETER,-2.4756,6.2803,10.3935,5
1743666392655,2025-04-03 16:46:32.655,GYROSCOPE,0.6912,-0.3072,0.3322,59
1743666392685,2025-04-03 16:46:32.685,ACCELEROMETER,-1.8890,7.8078,7.7120,46
1743666392693,2025-04-03 16:46:32.693,ACCELEROMETER,-0.5674,8.5380,4.5753,8
1743666392697,2025-04-03 16:46:32.697,ACCELEROMETER,-0.2131,8.9714,3.2465,4
1743666392715,2025-04-03 16:46:32.715,GYROSCOPE,-0.1988,0.0551,-0.0196,60
1743666392745,2025-04-03 16:46:32.745,ACCELEROMETER,-1.0487,8.9235,3.0742,48
1743666392752,2025-04-03 16:46:32.752,ACCELEROMETER,-1.8483,8.9163,3.9002,7
1743666392758,2025-04-03 16:46:32.758,ACCELEROMETER,-1.2186,8.8636,5.3992,6
1743666392775,2025-04-03 16:46:32.775,GYROSCOPE,0.0547,0.0294,-0.1473,60
1743666392805,2025-04-03 16:46:32.805,ACCELEROMETER,-0.3017,8.3632,5.5740,47
1743666392812,2025-04-03 16:46:32.812,ACCELEROMETER,-0.6823,8.3944,5.1407,7
1743666392817,2025-04-03 16:46:32.817,ACCELEROMETER,-1.1660,8.3225,4.6519,5
1743666392835,2025-04-03 16:46:32.835,GYROSCOPE,-0.0333,0.1833,-0.1400,60
1743666392865,2025-04-03 16:46:32.865,ACCELEROMETER,-1.9273,8.4207,4.5226,48
1743666392872,2025-04-03 16:46:32.872,ACCELEROMETER,-1.8411,8.1693,4.7740,7
1743666392877,2025-04-03 16:46:32.877,ACCELEROMETER,-2.0949,8.4087,4.8387,5
1743666392895,2025-04-03 16:46:32.895,GYROSCOPE,0.0418,-0.0024,0.0683,60
1743666392927,2025-04-03 16:46:32.927,ACCELEROMETER,-1.7406,8.6122,4.7621,50
1743666392934,2025-04-03 16:46:32.934,ACCELEROMETER,-0.9792,8.3273,4.3958,7
1743666392939,2025-04-03 16:46:32.939,ACCELEROMETER,-2.9784,9.0791,5.8086,5
1743666392955,2025-04-03 16:46:32.955,GYROSCOPE,0.4658,-0.3286,0.3200,60
1743666392985,2025-04-03 16:46:32.985,ACCELEROMETER,-1.8651,8.3561,5.6602,46
1743666392995,2025-04-03 16:46:32.995,ACCELEROMETER,-1.5562,8.4207,6.9578,10
1743666393003,2025-04-03 16:46:33.003,ACCELEROMETER,-1.0942,8.4399,7.0847,8
1743666393015,2025-04-03 16:46:33.015,GYROSCOPE,1.4468,-0.2760,0.1429,60
1743666393046,2025-04-03 16:46:33.046,ACCELEROMETER,-0.4070,8.6745,6.4910,43
1743666393054,2025-04-03 16:46:33.054,ACCELEROMETER,-0.5028,8.6266,5.2556,8
1743666393060,2025-04-03 16:46:33.060,ACCELEROMETER,-0.5195,8.5237,1.3503,6
1743666393078,2025-04-03 16:46:33.078,GYROSCOPE,-1.8879,1.3140,-0.8229,63
1743666393105,2025-04-03 16:46:33.105,ACCELEROMETER,5.0449,8.8158,-9.4382,45
1743666393113,2025-04-03 16:46:33.113,ACCELEROMETER,-3.4764,11.2339,1.9201,8
1743666393119,2025-04-03 16:46:33.119,ACCELEROMETER,-5.5836,8.7607,8.7774,6
1743666393135,2025-04-03 16:46:33.135,GYROSCOPE,0.2495,0.1931,0.1221,57
1743666393166,2025-04-03 16:46:33.166,ACCELEROMETER,-1.0008,7.3242,8.6984,47
1743666393174,2025-04-03 16:46:33.174,ACCELEROMETER,0.1197,8.5237,5.9068,8
1743666393180,2025-04-03 16:46:33.180,ACCELEROMETER,-0.3950,8.9091,3.4931,6
