Timestamp,TimeString,SensorType,X,Y,Z,Interval(ms)
1743666940819,2025-04-03 16:55:40.819,GYROSCOPE,1.3227,-1.6695,0.3832,88
1743666940832,2025-04-03 16:55:40.832,ACCELEROMETER,-1.0582,8.0328,4.1851,50
1743666940837,2025-04-03 16:55:40.837,ACCELEROMETER,-0.7254,8.6386,2.4086,5
1743666940841,2025-04-03 16:55:40.841,ACCELEROMETER,-1.6903,8.6098,2.6695,4
1743666940853,2025-04-03 16:55:40.853,GYROSCOPE,0.3007,-0.6579,0.1523,34
1743666940892,2025-04-03 16:55:40.892,ACCELEROMETER,-2.1859,8.9953,3.5841,51
1743666940897,2025-04-03 16:55:40.897,ACCELEROMETER,-1.0774,8.4303,4.1204,5
1743666940901,2025-04-03 16:55:40.901,ACCELEROMETER,-2.6983,8.7080,5.1430,4
1743666940914,2025-04-03 16:55:40.914,GYROSCOPE,0.0490,-0.4991,0.5615,61
1743666940952,2025-04-03 16:55:40.952,ACCELEROMETER,-2.5259,8.6745,3.8810,51
1743666940957,2025-04-03 16:55:40.957,ACCELEROMETER,0.6823,7.8078,4.2449,5
1743666940961,2025-04-03 16:55:40.961,ACCELEROMETER,1.1420,7.9874,4.2234,4
1743666940972,2025-04-03 16:55:40.972,GYROSCOPE,0.0435,-0.7086,-0.0530,58
1743666941012,2025-04-03 16:55:41.012,ACCELEROMETER,-0.0144,8.5883,4.3024,51
1743666941018,2025-04-03 16:55:41.018,ACCELEROMETER,-1.0104,8.3896,4.3431,6
1743666941024,2025-04-03 16:55:41.024,ACCELEROMETER,-0.9481,8.0137,4.0318,6
1743666941035,2025-04-03 16:55:41.035,GYROSCOPE,-0.4470,-0.0116,0.1077,63
1743666941072,2025-04-03 16:55:41.072,ACCELEROMETER,-0.3472,8.4734,4.8435,48
1743666941077,2025-04-03 16:55:41.077,ACCELEROMETER,0.1844,8.8517,6.0002,5
1743666941082,2025-04-03 16:55:41.082,ACCELEROMETER,0.9744,8.2052,6.0265,5
1743666941092,2025-04-03 16:55:41.092,GYROSCOPE,-0.0744,-0.3494,-0.3407,57
1743666941132,2025-04-03 16:55:41.132,ACCELEROMETER,0.3807,8.0951,5.9499,50
1743666941138,2025-04-03 16:55:41.138,ACCELEROMETER,-0.2777,8.5715,5.7536,6
1743666941144,2025-04-03 16:55:41.144,ACCELEROMETER,-1.0391,8.6242,5.5213,6
1743666941154,2025-04-03 16:55:41.154,GYROSCOPE,0.3801,-1.2425,-0.3749,62
1743666941191,2025-04-03 16:55:41.191,ACCELEROMETER,-0.1460,8.9570,5.0928,47
1743666941198,2025-04-03 16:55:41.198,ACCELEROMETER,0.7039,8.5356,4.4580,7
1743666941203,2025-04-03 16:55:41.203,ACCELEROMETER,-0.4812,8.6266,4.2808,5
1743666941213,2025-04-03 16:55:41.213,GYROSCOPE,-0.1153,0.3867,-0.6791,59
1743666941252,2025-04-03 16:55:41.252,ACCELEROMETER,-1.6520,8.2076,4.8411,49
1743666941259,2025-04-03 16:55:41.259,ACCELEROMETER,-1.5586,8.0592,5.5285,7
1743666941266,2025-04-03 16:55:41.266,ACCELEROMETER,-1.6735,8.4877,6.2396,7
1743666941274,2025-04-03 16:55:41.274,GYROSCOPE,0.2292,0.0104,-0.3804,61
1743666941312,2025-04-03 16:55:41.312,ACCELEROMETER,-1.5395,8.1741,6.4407,46
1743666941318,2025-04-03 16:55:41.318,ACCELEROMETER,-0.8787,8.0520,6.3497,6
1743666941323,2025-04-03 16:55:41.323,ACCELEROMETER,-1.4078,8.4279,6.0744,5
1743666941332,2025-04-03 16:55:41.332,GYROSCOPE,0.7289,-0.3506,-0.4989,58
1743666941371,2025-04-03 16:55:41.371,ACCELEROMETER,-2.5618,8.6721,5.4016,48
1743666941378,2025-04-03 16:55:41.378,ACCELEROMETER,-1.8747,8.4806,4.9707,7
1743666941382,2025-04-03 16:55:41.382,ACCELEROMETER,-1.5131,8.3489,4.2425,4
1743666941392,2025-04-03 16:55:41.392,GYROSCOPE,0.4357,-0.0257,-0.3065,60
1743666941432,2025-04-03 16:55:41.432,ACCELEROMETER,-2.0423,8.3968,3.7852,50
1743666941438,2025-04-03 16:55:41.438,ACCELEROMETER,-2.7845,9.0719,4.6663,6
1743666941442,2025-04-03 16:55:41.442,ACCELEROMETER,-2.4876,8.1693,3.9241,4
1743666941452,2025-04-03 16:55:41.452,GYROSCOPE,0.0796,0.1442,-0.0438,60
1743666941492,2025-04-03 16:55:41.492,ACCELEROMETER,-2.5283,8.3609,4.6256,50
1743666941497,2025-04-03 16:55:41.497,ACCELEROMETER,-3.3399,8.1645,4.5274,5
1743666941502,2025-04-03 16:55:41.502,ACCELEROMETER,-2.7629,8.3034,3.5458,5
1743666941514,2025-04-03 16:55:41.514,GYROSCOPE,-0.0579,0.1283,0.4265,62
1743666941551,2025-04-03 16:55:41.551,ACCELEROMETER,-1.1875,8.1645,3.1268,49
1743666941559,2025-04-03 16:55:41.559,ACCELEROMETER,-0.5291,8.7535,1.9800,8
1743666941566,2025-04-03 16:55:41.566,ACCELEROMETER,-0.0599,10.1326,9.2850,7
1743666941572,2025-04-03 16:55:41.572,GYROSCOPE,0.3801,0.3274,-0.3633,58
1743666941611,2025-04-03 16:55:41.611,ACCELEROMETER,-0.9194,6.0768,3.1125,45
1743666941618,2025-04-03 16:55:41.618,ACCELEROMETER,-2.6025,9.2012,3.0742,7
1743666941624,2025-04-03 16:55:41.624,ACCELEROMETER,-2.6600,8.4734,2.7294,6
1743666941632,2025-04-03 16:55:41.632,GYROSCOPE,-0.6132,0.2266,0.0918,60
1743666941671,2025-04-03 16:55:41.671,ACCELEROMETER,-2.1404,8.5979,3.4429,47
1743666941680,2025-04-03 16:55:41.680,ACCELEROMETER,-2.2338,8.7703,4.7118,9
1743666941686,2025-04-03 16:55:41.686,ACCELEROMETER,-1.2067,8.0879,6.2947,6
1743666941693,2025-04-03 16:55:41.693,GYROSCOPE,-0.6449,1.1655,0.2439,61
1743666941732,2025-04-03 16:55:41.732,ACCELEROMETER,-1.6448,8.3896,7.4894,46
1743666941738,2025-04-03 16:55:41.738,ACCELEROMETER,-1.3384,8.1933,7.0895,6
1743666941744,2025-04-03 16:55:41.744,ACCELEROMETER,-1.2665,8.5117,6.5724,6
1743666941753,2025-04-03 16:55:41.753,GYROSCOPE,0.7876,-0.3482,-0.0664,60
1743666941792,2025-04-03 16:55:41.792,ACCELEROMETER,-2.1356,8.9809,5.7296,48
1743666941799,2025-04-03 16:55:41.799,ACCELEROMETER,-2.5139,9.3832,4.4365,7
1743666941804,2025-04-03 16:55:41.804,ACCELEROMETER,-1.5347,8.5045,3.3112,5
1743666941812,2025-04-03 16:55:41.812,GYROSCOPE,0.4711,0.0544,-0.0634,59
1743666941851,2025-04-03 16:55:41.851,ACCELEROMETER,-2.4804,8.4159,2.8371,47
1743666941857,2025-04-03 16:55:41.857,ACCELEROMETER,-6.0097,9.2036,0.9625,6
1743666941862,2025-04-03 16:55:41.862,ACCELEROMETER,-1.7095,8.0807,0.5363,5
1743666941872,2025-04-03 16:55:41.872,GYROSCOPE,-0.9717,-0.1264,0.5499,60
1743666941912,2025-04-03 16:55:41.912,ACCELEROMETER,-0.5938,8.1047,1.8052,50
1743666941919,2025-04-03 16:55:41.919,ACCELEROMETER,-1.2977,7.8054,4.5442,7
1743666941925,2025-04-03 16:55:41.925,ACCELEROMETER,-0.8978,8.2292,5.7847,6
