Timestamp,TimeString,SensorType,X,Y,Z,Interval(ms)
1743666983476,2025-04-03 16:56:23.476,GYROSCOPE,0.3190,-1.2761,0.6923,85
1743666983481,2025-04-03 16:56:23.481,ACCELEROMETER,-3.0646,6.4359,8.6721,60
1743666983486,2025-04-03 16:56:23.486,ACCELEROMETER,-3.9265,6.1031,9.7351,5
1743666983490,2025-04-03 16:56:23.490,ACCELEROMETER,-1.4269,6.4479,7.5516,4
1743666983511,2025-04-03 16:56:23.511,GYROSCOPE,0.2427,-0.0788,0.4937,35
1743666983532,2025-04-03 16:56:23.532,ACCELEROMETER,1.0511,6.8573,5.7392,42
1743666983536,2025-04-03 16:56:23.536,ACCELEROMETER,1.2570,6.9602,5.7392,4
1743666983540,2025-04-03 16:56:23.540,ACCELEROMETER,-0.0670,7.4846,5.8829,4
1743666983572,2025-04-03 16:56:23.572,GYROSCOPE,-0.3187,0.8870,-0.0108,61
1743666983591,2025-04-03 16:56:23.591,ACCELEROMETER,-0.6009,7.7431,6.3952,51
1743666983595,2025-04-03 16:56:23.595,ACCELEROMETER,-3.4860,7.1207,10.1086,4
1743666983600,2025-04-03 16:56:23.600,ACCELEROMETER,-1.5490,7.2452,9.1485,5
1743666983631,2025-04-03 16:56:23.631,GYROSCOPE,0.9836,-0.1741,0.2335,59
1743666983651,2025-04-03 16:56:23.651,ACCELEROMETER,-1.3719,6.7089,8.3034,51
1743666983657,2025-04-03 16:56:23.657,ACCELEROMETER,-1.3048,7.3409,7.1853,6
1743666983662,2025-04-03 16:56:23.662,ACCELEROMETER,-1.2713,7.3529,5.7655,5
1743666983691,2025-04-03 16:56:23.691,GYROSCOPE,0.6904,-0.3256,0.2928,60
1743666983711,2025-04-03 16:56:23.711,ACCELEROMETER,-1.0534,7.4726,5.3681,49
1743666983717,2025-04-03 16:56:23.717,ACCELEROMETER,-0.6488,7.5971,5.0114,6
1743666983722,2025-04-03 16:56:23.722,ACCELEROMETER,-0.8308,7.6833,4.9683,5
